log_file,task,model_a,model_b,num_rounds,cooperation_rate_a,cooperation_rate_b,mutual_cooperation_rate,mutual_defection_rate,total_score_a,total_score_b,choices_a,choices_b,strategy_a,strategy_b
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-05+00-00_pd-1round_hV3YTPwhMTcwbCtSz5ADnn.eval,pd_1round,claude-sonnet-4-6,claude-sonnet-4-6,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-20+00-00_pd-1round_dMsr6zFjgRmnPkcVoniDqB.eval,pd_1round,claude-sonnet-4-6,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-35+00-00_pd-1round_Sstvi3PeTwzh3NZD5H5xv3.eval,pd_1round,claude-sonnet-4-6,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-37-46+00-00_pd-1round_f3j9zorACAYaunrTcEccFX.eval,pd_1round,claude-sonnet-4-6,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-01+00-00_pd-1round_VjBuTPJKugjfCxivtHftq7.eval,pd_1round,gpt-5-mini,gpt-5-mini,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-22+00-00_pd-1round_5wq5ErkwSycTzBK9vwtfFW.eval,pd_1round,gpt-5-mini,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-38+00-00_pd-1round_abPHAxVHn7hxDZo2PBaKot.eval,pd_1round,gpt-5-mini,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-38-55+00-00_pd-1round_WW58qZiz37DaiEAeicENtj.eval,pd_1round,gemini-2.5-flash,gemini-2.5-flash,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-01+00-00_pd-1round_QLTtLMGATPHUzJfdWnaWXZ.eval,pd_1round,gemini-2.5-flash,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-13+00-00_pd-1round_eKKYe78oFd3wxeiNA7fHmR.eval,pd_1round,grok-4.1-fast,grok-4.1-fast,1,0.0,0.0,0.0,1.0,1,1,defect,defect,single_defect,single_defect
2026-03-12T05-39-29+00-00_pd-3rounds_9tHVFUUSDq7GF9S2vK4nzv.eval,pd_3rounds,claude-sonnet-4-6,claude-sonnet-4-6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,7,7,"cooperate,cooperate,defect","cooperate,cooperate,defect",defect_last_round,defect_last_round
2026-03-12T05-39-29+00-00_pd-3rounds_9tHVFUUSDq7GF9S2vK4nzv.eval,pd_3rounds,claude-sonnet-4-6,claude-sonnet-4-6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,7,7,"cooperate,cooperate,defect","cooperate,cooperate,defect",defect_last_round,defect_last_round
2026-03-12T05-39-29+00-00_pd-3rounds_9tHVFUUSDq7GF9S2vK4nzv.eval,pd_3rounds,claude-sonnet-4-6,claude-sonnet-4-6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,7,7,"cooperate,cooperate,defect","cooperate,cooperate,defect",defect_last_round,defect_last_round
2026-03-12T05-39-29+00-00_pd-3rounds_9tHVFUUSDq7GF9S2vK4nzv.eval,pd_3rounds,claude-sonnet-4-6,claude-sonnet-4-6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,7,7,"cooperate,cooperate,defect","cooperate,cooperate,defect",defect_last_round,defect_last_round
2026-03-12T05-39-29+00-00_pd-3rounds_9tHVFUUSDq7GF9S2vK4nzv.eval,pd_3rounds,claude-sonnet-4-6,claude-sonnet-4-6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,7,7,"cooperate,cooperate,defect","cooperate,cooperate,defect",defect_last_round,defect_last_round
2026-03-12T05-39-29+00-00_pd-3rounds_9tHVFUUSDq7GF9S2vK4nzv.eval,pd_3rounds,claude-sonnet-4-6,claude-sonnet-4-6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,7,7,"cooperate,cooperate,defect","cooperate,cooperate,defect",defect_last_round,defect_last_round
2026-03-12T05-39-29+00-00_pd-3rounds_9tHVFUUSDq7GF9S2vK4nzv.eval,pd_3rounds,claude-sonnet-4-6,claude-sonnet-4-6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,7,7,"cooperate,cooperate,defect","cooperate,cooperate,defect",defect_last_round,defect_last_round
2026-03-12T05-39-29+00-00_pd-3rounds_9tHVFUUSDq7GF9S2vK4nzv.eval,pd_3rounds,claude-sonnet-4-6,claude-sonnet-4-6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,7,7,"cooperate,cooperate,defect","cooperate,cooperate,defect",defect_last_round,defect_last_round
